./data/COVID-19_Radiography_Dataset/A_Normal/Normal-8453.png,0
./data/COVID-19_Radiography_Dataset/COVID/COVID-3541.png,1
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-846.png,0
./data/COVID-19_Radiography_Dataset/COVID/COVID-1053.png,1
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-4650.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-7582.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-6337.png,0
./data/COVID-19_Radiography_Dataset/Pneumonia/Viral Pneumonia-157.png,2
./data/COVID-19_Radiography_Dataset/COVID/COVID-1851.png,1
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-5847.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-6021.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-4563.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-6781.png,0
./data/COVID-19_Radiography_Dataset/Pneumonia/Bacteria Pneumonia-1312.png,2
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-8236.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-2103.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-4299.png,0
./data/COVID-19_Radiography_Dataset/COVID/COVID-3143.png,1
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-2892.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-8281.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-4971.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-2662.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-7905.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-8683.png,0
./data/COVID-19_Radiography_Dataset/COVID/COVID-275.png,1
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-8047.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-9435.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-2584.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-2426.png,0
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-8944.png,0
./data/COVID-19_Radiography_Dataset/COVID/COVID-2723.png,1
./data/COVID-19_Radiography_Dataset/Pneumonia/Viral Pneumonia-501.png,2
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-6847.png,0
./data/COVID-19_Radiography_Dataset/Pneumonia/Bacteria Pneumonia-2300.png,2
./data/COVID-19_Radiography_Dataset/A_Normal/Normal-5632.png,0
./data/COVID-19_Radiography_Dataset/Pneumonia/Bacteria Pneumonia-1187.png,2
./data/COVID-19_Radiography_Dataset/COVID/COVID-1256.png,1
